"title","rating","travelDate","publishedDate","text","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website"
"Amazing experience","5","2025-11","2025-11-16","It was fantastic experience in Dune De L Orient. Thanks Tulasi at reception and team for having a complimentary cake and room decoration. Really appreciate your experience.","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1039309681-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"50","175464190","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/75/5e/fe/abhinav-a.jpg","50","1","2","www.tripadvisor.com/Profile/486abhinava","Abhinav A","F93A09537CFD4F089377787C5F570E6D",,,,,"486abhinava",,"General Manager","1039431416","en","2025-11-17","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"Dune de l Orient experience","5","2025-11","2025-11-12","Très bon accueil et service dans un lieu plein se charme . Je reviendrai ici une prochaine fois .nnnnnnnnnnnnnnnnnnnnnnn","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1038796244-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"1200","452391659","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","1200","0","1","www.tripadvisor.com/Profile/311mireillel","Mireille L","F0EC90782B56BE7128EF32A17E3A542A",,,,,"311mireillel",,"General Manager","1039431409","en","2025-11-17","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"Heritage Hotel","5","2025-11","2025-11-11","Dune de l orient, heritage rooms and lovely courtyard restaurant,rooms are clean well preserved with old charm and architecture, building maintain well, manager sakthi really helped me with room reservation, I stayed on the first floor room called Balassore breakfast was good, nice place to relax with friends and family","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1038701818-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"1200","452391659","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","1200","0","1","www.tripadvisor.com/Profile/Connector44289424528","Connector44289424528","4668DE2037AC3D7616AA58258F2E1E32",,,,,"Connector44289424528",,"General Manager","1039431393","en","2025-11-17","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"A Charming Heritage Stay That Feels Like Home in White Town","5","2025-11","2025-11-09","**A Perfect Stay in the Heart of White Town!**
We stayed at **Dune De L’Orient**, 17 Romain Rolland Street, White Town, Puducherry, from **November 4 to 9, 2025**, and it was truly a delightful experience.
First and foremost, the **location is perfect** — right in the middle of White Town and just a two-minute walk from the promenade. There are plenty of lovely cafés nearby, but their **in-house restaurant** is equally good and definitely worth trying.
Our **room was spacious and beautifully decorated** in old French style, with tall 12-foot doors and windows — comfortable enough for three people. We had originally planned to stay for just three nights, but the experience was so wonderful that we **extended our stay**. It genuinely felt like a **second home**, thanks to the warm hospitality of the staff.
A special mention to **Tulsi**, the Manager at the reception, and **Ram** at the café — all are incredibly kind and helpful. The entire staff always greeted us with smiles and were ever ready to assist. **Breakfast was excellent**, and the café served delicious food — especially the **chef’s special risotto**, which was outstanding!
Tulsi also arranged **bikes for us to explore Pondicherry** and gave great suggestions on places to visit. The **building itself is stunning**, full of heritage charm, and exudes a cozy, homely feel.
We would **love to return** to Dune De L’Orient on our next visit to Pondicherry and **highly recommend** it to anyone looking for a comfortable, charming, and memorable stay in White Town.

---","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1038298756-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"2000","217789480","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/fb/34/28/pranju11.jpg","3000","5","47","www.tripadvisor.com/Profile/pranjaliw","Pranjali W","60859DF3EC5C85FC8298D045C4B0C462",,"2322160","Caranzalem, India","Caranzalem","pranjaliw",,"General Manager","1039431385","en","2025-11-17","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"A good and spacious option in white town, french colony","5","2025-11","2025-11-08","Good experience in french colony. Spacious room. Will consider visiting again. Thulasi at reception was helpful and informative. Some furniture needs repairing","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1038277299-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"1200","452391659","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","1200","0","1","www.tripadvisor.com/Profile/maazrk","Maaz","345C2CF58EA03B4AF8394EB015FC8DA5",,"660976","Thane, India","Thane","maazrk",,"General Manager","1039431367","en","2025-11-17","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"Excellent","5","2025-11","2025-11-07","It’s prime location very happening around that area .Shakti the manager was very helpful .The hospitality was great all the employees had a smile on their face and very ready to help right away . Thulasi at reception was very friendly and helpful. Ram cook gave us a very good service in the restaurant.","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1038139036-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"1200","452391513","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","1200","0","1","www.tripadvisor.com/Profile/Voyage11128726314","Voyage11128726314","9B14E4ED3EAAF9693C114B35722CF241",,,,,"Voyage11128726314",,"General Manager","1038269293","en","2025-11-08","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"Comfortable heritage stay with great food and location","5","2025-11","2025-11-04","I had a very pleasant stay at Dune de l’Orient. The hotel has a lovely heritage charm with high ceilings, antique furniture, and well-kept rooms that reflect the French Quarter’s old-world style. Everything was clean and comfortable, and the staff were friendly and attentive throughout our stay.

The location is excellent, right in the heart of the French Quarter, close to the beach, cafés, and shops. It’s easy to walk around and explore the main sights from here.

The in-house restaurant was also a highlight. The food was consistently good, especially the seafood dishes and Indian curries. The courtyard dining area is quiet and relaxing.","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1037788593-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"1200","452388761","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg","1200","1","11","www.tripadvisor.com/Profile/spacesxp","Nancy","BF05E8D49E80F4CECE1A9A93FC52100E",,"187768","Italy","Italy","spacesxp",,"General Manager","1038269286","en","2025-11-08","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"The place that started the heritage hotel trend in Pondicherry.","4","2025-11","2025-11-02","Loved the property for its old charm. A little maintenance is needed to make it more comfortable for utilities. 

The staff is very friendly and helpful. Ram, Yogesh and tulsi all made our stay pleasant. 

Shakti the manager made sure we were taken care of well.","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1037525910-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"1200","452389795","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","1200","0","2","www.tripadvisor.com/Profile/Flyer55755428159","Dr. sonali nair","5BA7C3985E8B1E4AD429FC3E80EB114B",,"304554","Mumbai, India","Mumbai","Flyer55755428159",,"General Manager","1038269278","en","2025-11-08","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"Excellent Thulasi","5","2025-11","2025-11-02","I had a wonderful experience at The Dune Hotel in White Town, Pondicherry. The ambience is calm, clean, and gives a beautiful colonial vibe — perfect for a peaceful getaway near the beach.

A special mention to Thulasi at the reception — she was extremely polite, helpful, and welcoming from check-in till checkout. Her friendly attitude and quick assistance made our stay very comfortable. It’s rare to see such professional and kind service.

The rooms were neat, spacious, and well-maintained. The restaurant food was tasty, and the location is excellent — close to the Promenade Beach and cafés.

Overall, a great choice if you’re visiting Pondicherry. Thanks to Thulasi and the team for making our stay memorable! 🌿","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1037404392-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"1200","452389795","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","1200","0","1","www.tripadvisor.com/Profile/Curiosity42267315280","Curiosity42267315280","B0E5C8EBDD542FAC6EAD1D51FE2C8A96",,,,,"Curiosity42267315280",,"General Manager","1037526285","en","2025-11-02","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Greetings from Dune de l'orient Pondicherry!!!!
 
It was indeed a pleasure to have you stay at Dune de l' orient pondicherry and we appreciate your time to share feedback.
 
We are elated to read that you had an enjoyable stay and that our service and facilities exceeded your expectations.

We are delighted to know that you had a wonderful experience and have taken back fond memories of your stay with us.

The team and I look forward to your continued visits, we assure you of our best service, and attention at all times.
 
Warm regards,

Sakthivel

General Manager","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
"Charming heritage hotel with a room for improvement","3","2025-10","2025-11-01","A heritage property with great charm and potential, though a few upgrades, would make it truly memorable.
The hotel has lovely heritage charm and a beautiful courtyard that gives it character. However, some areas need attention — interiors, linen, and furnishings especially in the dining area look and feel dated, and the wall photos have blurred, faded. Food is average and can be improved , though the dining staff  are polite and attentive. Rooms facing the road can be noisy. With a bit more focus on upkeep, fresher furnishings, and improved food quality, this heritage property could truly stand out.","https://www.tripadvisor.com/ShowUserReviews-g659792-d447002-r1037260181-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html",,"1200","452391546","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg","1200","0","1","www.tripadvisor.com/Profile/virajg434","Viraj G","023E6ACFF3E2091499E45765D865F2BF",,,,,"virajg434",,"General Manager","1037526240","en","2025-11-02","DUNE DE L' ORIENT  DUNE DE L'ORIENT","Dear Guest,

Warm greetings from Dune de l' orient, Puducherry.

Thank you for your feedback and I am obviously disappointed that you did not enjoy your experience during your recent stay with us.

At our beloved hotel, we take guest feedback very seriously and ensure that we investigate our valued guest’s comments and utilize the learning for improving internal processes.

We look forward for your visit and assure you that you will have a memorable stay.

Kind regards,
Sakthivel
","17 Rue Romain Rolland Street White Town, Promenade Beach, Pondicherry 605001 India","Pondicherry","India","605001",,"17 Rue Romain Rolland Street","White Town, Promenade Beach","447002","11.92787","Pondicherry, Union Territory of Pondicherry","79.83348","Dune de l'Orient","840","4.3","29","36","81","219","475","https://www.tripadvisor.com/Hotel_Review-g659792-d447002-Reviews-Dune_de_l_Orient-Pondicherry_Union_Territory_of_Pondicherry.html","http://dunewellnessgroup.com/dune-de-l-orient-hotel-puducherry-tamil-nadu-india/"
