"title","rating","travelDate","publishedDate","text","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website"
,"5","2025-07","2025-07-20","Very Nice Stay Fo Team was good co operative Specialy Shibu & Mr.Bhaskar,Hk service was also upto the timing.. Internet issue should resolve Asap.","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r1019556780-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,"1200","452392029","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","1200","2","7","www.tripadvisor.com/Profile/Resort42962403472","phalguni majumdar","6A897E211B216820061E603374A5602C",,"297692","West Bengal, India","West Bengal","Resort42962403472",,,,,,,,"VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"Nice property near airport","5","2025-03","2025-03-17","This property is very near to Kolkata airport and it is in excellent condition.

The rooms are big with all the amenities and staff is very friendly and helpful.

The breakfast and food is very good in their own restaurant.

I recommend this hotel near the airport","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r998595274-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,"289","58340156","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/7a/33/3c/harshch1.jpg","220","138","402","www.tripadvisor.com/Profile/Harshch1","Harshch1","5DCA76BB3F8E7392FAEF2E5A6EA5B9E9",,"297664","Ludhiana, India","Ludhiana","Harshch1",,,,,,,,"VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"Bad house keeping, poor taste and overpriced food. Indifference of management. Basically a transit hotel of poor quality","1","2024-11","2025-01-20","Poor service quality transit hotel. Management more interested in quantity probably, but not in quality. Bad house keeping with used bedsheets and leaking taps, poor taste overpriced food, poor sleep quality with lot of noise. If possible don’t stay.","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r990002683-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,"50","295405769","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9b/88/c9/subhamay-c.jpg","50","0","25","www.tripadvisor.com/Profile/subhamayc2017","subhamay c","E6FB1880F958AA412D409DBD229E11BE",,"15353894","Alisha, India","Alisha","subhamayc2017",,,,,,,,"VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"Good hospital","5","2024-12","2024-12-07","""I recently visited this place during my stay in Kharagpur (Kalaykunda Air Force) after coming from Singapore. The food was excellent, with every dish being delicious and fresh. The service was outstanding – the staff were warm, attentive, and made sure everything was perfect. Their hospitality was remarkable, creating a pleasant and memorable experience. I highly recommend this place to anyone seeking quality food and exceptional service. Will definitely visit again!""
Space thanks polo floatel team and spacely manab","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r983567210-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,"1200","452390144","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg","1200","0","1","www.tripadvisor.com/Profile/Climber51233192137","Climber51233192137","2B0CE08554ADF879782C1ABAA982EDBC",,,,,"Climber51233192137",,,,,,,,"VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"Definitely visit once again.","5","2023-08","2023-08-25","Excellent service from the O2 management. Excellent room service. Food is very good. No threats, no insulting to guests. Overall experience is highly appreciated. Thank you Oxygen O2. Thank you so much. ","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r912822465-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,,,,,"0","1","www.tripadvisor.com/Profile/Tourist51055330203","Tourist51055330203","EE57ACF3AFDC505AE91617A79B786A94",,,,,"Tourist51055330203",,"Other","967654570","en","2024-08-31","SUPRATIM BISWAS","Dear Guest,

Greetings from HOTEL O2 OXYGEN, Kolkata
Our sincere gratitude and heartiest thanks to You for patronizing our Hotel.
We immensely value our association with You.
We look forward to welcome You again at HOTEL O2 OXYGEN, Kolkata and assure You our best services as always.
Thanks and Regards
Supratim Biswas","VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"A short relaxed stay at O2 Hotel.","4","2023-07","2023-08-05","1. O2 Hotel has been our pit stop from many years when ever we visit Kolkata.
2. The hotel is near to Airport and very convenient for international travellers who plan to visit Kolkata.
3. Anybody wish to have a Pick-up and Drop to airport, the hotel can provide.
4. As usual we did check-in Premium Suite and i just the same for all international travellers.
5. The check-in process is smooth as usual. There is a good choice of variety at buffet breakfast. The food tastes good.
6. Lunch and dinner could be better. Not sure why dishes are too spicy and oily 
7. The tables, cutlery and other utensils are clean.
8. Compare to the pervious years, The in room service became too expensive than ever. Don’t really see the worth in spending 200% more on some times which comes at the same quality in other hotels.
9. Overall experience is good and I surely recommend O2.","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r908182633-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,"3024","627930138","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/6d/74/1a/andylonger.jpg","3024","26","39","www.tripadvisor.com/Profile/AndyLonger","Anand K","87B8BE5F83046A3C7773F19D29CCA677",,"294003","Kuwait City, Kuwait","Kuwait City","AndyLonger",,"Other","967654493","en","2024-08-31","SUPRATIM BISWAS","Dear Guest,

Greetings from HOTEL O2 OXYGEN, Kolkata
Our sincere gratitude and heartiest thanks to You for patronizing our Hotel.
We immensely value our association with You.
We look forward to welcome You again at HOTEL O2 OXYGEN, Kolkata and assure You our best services as always.
Thanks and Regards
Supratim Biswas","VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"Good Rooms with Ordinary and Slow Service","2","2023-01","2023-01-26","The rooms are nice. Comfortable and Spacious. Washrooms are big too but have transparent doors. The beds are comfortable and pillows are pretty ordinary. They refuse to you give you additional pillows. The service staff of the Hotel is way too slow. You ask for something and they take ages to come to the room and get it done for you. Food is good.","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r876474491-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,,,,,"9","13","www.tripadvisor.com/Profile/anshdas","anshdas","E4A07D2337F26FD66C3AB8409BA58375",,"297628","Bengaluru, India","Bengaluru","anshdas",,"Other","890551653","en","2023-05-15","SUPRATIM BISWAS","Dear Guest,

Greetings from HOTEL O2 OXYGEN, Kolkata
Our sincere gratitude and heartiest thanks to You for patronizing our Hotel.
We immensely value our association with You.
We look forward to welcome You again at HOTEL O2 OXYGEN, Kolkata and assure You our best services as always.
Thanks and Regards
Supratim Biswas","VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"Great place to stay","5","2022-07","2022-08-20","It's quite late but never too late also 😃
Great place to stay overnight if you catching a flight at add hours.very close to airport.the rooms are well maintained and I like the breakfast spread, even dinner buffet as well and service is great food is good . The best thing is they have a great bar + night club as well next door to the hotel, I highly recommend who love to enjoy also . Keep it up !!!!!!!!!!!!","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r855260161-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,"780","625902615","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/4e/84/17/shashi442.jpg","780","3","25","www.tripadvisor.com/Profile/shashi442","shashi442","6DDEBAEF9A9881071C64E603F05B338B",,"304551","New Delhi, India","New Delhi","shashi442",,"Other","870318514","en","2022-12-01","SUPRATIM BISWAS","Dear Guest,

Greetings from HOTEL O2 OXYGEN, Kolkata
Our sincere gratitude and heartiest thanks to You for patronizing our Hotel.
We immensely value our association with You.
We look forward to welcome You again at HOTEL O2 OXYGEN, Kolkata and assure You our best services as always.
Thanks and Regards
Supratim Biswas","VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"Ok for a short stay","3","2021-11","2021-11-14","Well I booked it because it was rated as 4* on expedia, rooms were cheap(2 nights stay was cheaper than one night stay in Novotel) and was nearer to the airport. Room was OK for a 6-7 hr stay, I wouldn't want to stay there for more than that. The bathroom smelt of urine when I entered, maybe because of the stale air. 

They charged me ~ INR 450 for an airport drop, which they had mentioned they will charge, but considering I was staying only for 6-7 hrs they could have waived it. Hotel is just by the side of the main road so not much to look out of the windows, have to keep the blinds on for privacy","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r818774343-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,"1024","62238966","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/b5/b0/f6/waynecorp.jpg","1280","96","201","www.tripadvisor.com/Profile/WayneCorp","WayneCorp","94D39D593E26A6040401092473D5EC4D",,"186338","London, United Kingdom","London","WayneCorp",,"Other","822253244","en","2021-12-17","SUPRATIM BISWAS","Dear Guest,

Greetings from HOTEL O2 OXYGEN, Kolkata
Our sincere gratitude and heartiest thanks to You for patronizing our Hotel.
We immensely value our association with You.
We look forward to welcome You again at HOTEL O2 OXYGEN, Kolkata and assure You our best services as always.
Thanks and Regards
Supratim Biswas","VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
"A Great Hotel with equally good services!","5","2020-12","2020-12-28","The Hotel is very good. Rooms are spacious.  Polite and Patient Staff and service was prompt. The Food served was in good proportion and it had a good taste. Overall, the stay was extremely comfortable.","https://www.tripadvisor.com/ShowUserReviews-g304558-d1156256-r780118292-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html",,"1200","452391289","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","1200","0","2","www.tripadvisor.com/Profile/Indira303","Indira","506909328B17A387977B2868998A9DB7",,,,,"Indira303",,"General Manager","780123657","en","2020-12-28","SUPRATIM BISWAS","Dear Madam,

Greetings from HOTEL O2 OXYGEN, Kolkata
Our sincere gratitude and heartiest thanks to You for patronizing our Hotel.
We immensely value our association with You.
We are very happy to understand that we could meet Your requirement.
We look forward to welcome You again at HOTEL O2 OXYGEN, Kolkata and assure You our best services as always.
Thanks and Regards
Supratim Biswas
","VIP Road Ramkrishna Pally, Kaikhali, Kolkata (Calcutta) 700052 India","Kolkata (Calcutta)","India","700052","West Bengal","VIP Road","Ramkrishna Pally, Kaikhali","1156256","22.632792","Kolkata (Calcutta), Kolkata District, West Bengal","88.43444","Hotel O2 Oxygen","218","3.3","18","22","79","69","30","https://www.tripadvisor.com/Hotel_Review-g304558-d1156256-Reviews-Hotel_O2_Oxygen-Kolkata_Calcutta_Kolkata_District_West_Bengal.html","http://loharukahotels.com"
