"title","rating","travelDate","publishedDate","text","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website"
"Disappointing Service at Radisson Jazz Shimla","1","2025-03","2025-03-11","I just moved to Radisson Jazz Shimla after a great stay at Radisson Kufri, and honestly, it’s been disappointing.

Check-in was slow, though Aditya at the front desk was helpful. I asked about an paid upgrade and saw the junior suite, still deciding on it. But my real issue is with the service.

First, I ordered boneless biryani, but they sent one with bones. They replaced it, but why mess up a simple order? Then, my thukpa arrived with spillage and a hair. Didn’t take a pic of that (because, ew), but I did catch one on the salt shaker. Basic hygiene should not be an issue at a Radisson.

Housekeeping was another letdown. I called 3 times to get my plates cleared after dinner—nothing. They finally picked them up the next morning, so my room smelled like food all night.

Also, I couldn’t help but notice that foreign guests seem to get extra attention. I get the whole international hospitality thing, but Indian guests are paying the same and deserve the same service. If the hotel is understaffed, they need to manage it better.

The bathroom also needs work—tiles look like they need scrubbing, and parts of the wall are peeling. Didn’t expect this from a Radisson property.

I still have two more nights here and hope things improve. Planning to check out the spa too—fingers crossed that goes well. Sharing this so the hotel (hopefully) takes note and improves for future guests.","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r997680693-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452389949","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg","1200","6","126","www.tripadvisor.com/Profile/onlypawsitive_vibe","Tanvi Behere","B30480BC54BE0505A647F432206834F7",,"297654","Pune, India","Pune","onlypawsitive_vibe",,"Guest Services / Front Office","999322644","en","2025-03-23","Chaman Sharma","Dear Guest, We apologize for the inconvenience caused and have taken the corrective measure to ensure our guest gets the best of experience. We do request you to give us another opportunity to serve you and assure you that this is not our regular operations standards and request you to consider this as anomaly. Best Regards, Radisson Hotel Shimla","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Greatest experience ever","5","2025-02","2025-02-27","Had amazing time at thjs nice property, got to see a nice hotel, nice rooms and very pleasant and soothing experience ","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r996079676-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452386535","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","1200","0","1","www.tripadvisor.com/Profile/sharmapandit1996256","sharmapandit1996256","BF8DD237617B4ADF9D9FA15228857688",,,,,"sharmapandit1996256",,"Guest Services / Front Office","999320705","en","2025-03-23","Chaman Sharma","Dear Guest, We appreciate you taking the time to review us. We are delighted to see that you enjoyed your time at the hotel, and we thank you for your heartfelt recommendation. On behalf of our entire team. We thank you for staying with us and hope to serve you again! Best Regards, Radisson Hotel Shimla.","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Fabulous hospitality","5","2025-02","2025-02-24"," A hotel with fabulous hospitality and very courteous and hospitable staff.Food was awesome and Chef Joginder was exceptional. ","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r995346837-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452391908","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","1200","0","1","www.tripadvisor.com/Profile/rohitchandkhosla","rohitchandkhosla","84C4E01BC7583E11F233D14CDDF0262E",,,,,"rohitchandkhosla",,"Guest Services / Front Office","999320775","en","2025-03-23","Chaman Sharma","Dear Guest, We appreciate you taking the time to review us. We are delighted to see that you enjoyed your time at the hotel, and we thank you for your heartfelt recommendation. On behalf of our entire team. We thank you for staying with us and hope to serve you again! Best Regards, Radisson Hotel Shimla.","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Beautiful views and some nice dining","4","2025-02","2025-02-23","We stayed a couple of nights. Check in was slow, but eventually we arrived at our room which was located just off the main lobby. We had to get help to show us to the bar and restaurant as it was a confusing layout of different levels and directions. As the hotel is on the hillside this was to be expected but what we didn’t expect was the temperature inside the bar which was very cold with only one mobile heater. It made having a pre dinner drink really challenging. Knowing this, the second night we wore coats and we had the heater next to us, but still cold. Our room had some lovely views and there was reasonable storage as well as seating and table. The bathroom had a shower only and needed some repairs to the door as it wouldn’t shut. No dressing gown and mini bar not stocked. The two dinners we had, we chose a la carte and the food and service was very good. Breakfast had basic buffet selection but an efficient egg station.  Vikrant  was very attentive and friendly and we enjoyed his service. The staff however at Reception were a bit confused and disorganised. There is a Spa but no fitness or gym facilities.","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r995206807-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452387402","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg","1200","330","723","www.tripadvisor.com/Profile/Jmahg","Jmahg","9B2F18A26D1189E789C92DFB17D19AFD",,"186418","Maidenhead, United Kingdom","Maidenhead","Jmahg",,"Guest Services / Front Office","999322674","en","2025-03-23","Chaman Sharma","Dear Guest, We apologize for the inconvenience caused and have taken the corrective measure to ensure our guest gets the best of experience. We do request you to give us another opportunity to serve you and assure you that this is not our regular operations standards and request you to consider this as anomaly. Best Regards, Radisson Hotel Shimla","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Poor food.","3","2025-02","2025-02-21","Food is so boring. Not good quality. Itc/Oberoi/Taj has good food .  In breakfast poor quality yogurt used. Quality and taste of food need to be improved!","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r994828874-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452392461","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg","1200","0","1","www.tripadvisor.com/Profile/gagandevgun","gagandevgun","1E88192A7AE1CAC3CE86D60958548934",,,,,"gagandevgun",,"Guest Services / Front Office","999323146","en","2025-03-23","Chaman Sharma","Dear Guest, We apologize for the inconvenience caused and have taken the corrective measure to ensure our guest gets the best of experience. We do request you to give us another opportunity to serve you and assure you that this is not our regular operations standards and request you to consider this as anomaly. Best Regards, Radisson Hotel Shimla","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Amazing interior giving elegant look, Friendly Staff","5","2025-01","2025-02-20","Property interior has really good theme which matches Shimla vibes. Valley view room is recommended. The location is just at walking distance to the main mall road. Staff was wonderful and Tamanna from front office was really nice and helpful. My whole family admired her. The breakfast options were limited but great. The only disappointment was the breakfast items from the buffet during closing were not allowed takeaway for journey like they allow in other hotels, and we were told by the manager that we can't do it there. Being a hotelier myself I though it's better to use than to throw away as wastage.","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r994755199-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"50","247008092","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b9/0b/5c/divyansh-s.jpg","50","0","11","www.tripadvisor.com/Profile/276divyanshs","Divyansh S","4FA9A8D1C826F34746FC0DF3977B4ABC",,,,,"276divyanshs",,"Guest Services / Front Office","999321558","en","2025-03-23","Chaman Sharma","Dear Guest, We appreciate you taking the time to review us. We are delighted to see that you enjoyed your time at the hotel, and we thank you for your heartfelt recommendation. On behalf of our entire team. We thank you for staying with us and hope to serve you again! Best Regards, Radisson Hotel Shimla.","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Great views, great service","5","2025-02","2025-02-18","Very clean, friendly, quiet hotel. It exceeded our expectations. The welcome was very good. Room spacious, modern & clean. Housekeeping very friendly & efficient. Bed comfortable. Tea, coffee, plenty of filtered water. Breakfast buffet was varied & good quality. Dinner offered a buffet but we chose from a La carte menu. Portions large & only needed 1 between 2. Bar was cosy & we enjoyed a drink before dinner. Restaurant & bar team were excellent, a mention to Niranjan, Vikrant, Jatin & Abhishek. And the views…amazing. A 10 minute walk downhill from Mall Road, need strong legs as lots of steps.","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r994537738-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452391289","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","1200","46","81","www.tripadvisor.com/Profile/simont897","Simon T","F06070FA8E689D95C384E7CA9971B423",,"190737","Bedford, United Kingdom","Bedford","simont897",,"Guest Services / Front Office","999321704","en","2025-03-23","Chaman Sharma","Dear Guest, We appreciate you taking the time to review us. We are delighted to see that you enjoyed your time at the hotel, and we thank you for your heartfelt recommendation. On behalf of our entire team. We thank you for staying with us and hope to serve you again! Best Regards, Radisson Hotel Shimla.","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"My 4th Shimla vacay !","4","2025-02","2025-02-15","Having previously stayed at the stunning Oberoi Cecil in Shimla, my expectations for the Radisson were quite high. Unfortunately, my experience was somewhat mixed.

Firstly, the location is a bit of a letdown. While the hotel is situated just behind the Mall Road, I have certainly stayed at more convenient spots. The uphill walk to reach the road can be quite challenging, especially after a long day of exploring. However, the hotel does provide a complimentary pick-up and drop service to the nearest point on the Mall Road, which is a nice touch.

On a positive note, the staff at the Radisson were incredibly friendly and welcoming. Tamanna at the reception was particularly helpful, and our check-in process was seamless. The hotel's layout can be a bit confusing due to its sloped design, but there are elevators available on multiple levels, which made getting around easier.

When it comes to dining, I must say I was pleasantly surprised. The food at the in-house restaurant and through room service was fabulous, with a great variety of dishes to choose from. Tanisha and Tejeshwar in the restaurant were attentive and made our dining experience even more enjoyable. A special mention goes to Niranjan, who helped organize a private bonfire dinner for my parents' 50th wedding anniversary, though this did come at an additional cost.

Overall, while I would recommend the Radisson Shimla for its excellent service and food, it may not be my first choice for accommodation in Shimla, especially when compared to the exceptional experience I had at the Oberoi Cecil.","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r994116834-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1280","127339220","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/97/0a/d4/mangsy.jpg","847","61","191","www.tripadvisor.com/Profile/Mangsy","Mangsy","5ECEAD123CA50B8AC23B57250119C511",,"297604","Goa, India","Goa","Mangsy",,"Guest Services / Front Office","999322041","en","2025-03-23","Chaman Sharma","Dear Guest, We appreciate you taking the time to review us. We are delighted to see that you enjoyed your time at the hotel, and we thank you for your heartfelt recommendation. On behalf of our entire team. We thank you for staying with us and hope to serve you again! Best Regards, Radisson Hotel Shimla.","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Delightful Experience","4","2025-01","2025-01-31","It was a good experience.
Staff were very supportive and humble.
Location was also very nice.
Overall it was a nice experience!!","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r991777300-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452387558","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","1200","0","1","www.tripadvisor.com/Profile/murlimanohar2025","murlimanohar2025","DD87E8FF1386A6B10D3D39B8B1A17B91",,"304551","New Delhi, India","New Delhi","murlimanohar2025",,"Guest Services / Front Office","999322095","en","2025-03-23","Chaman Sharma","Dear Guest, We appreciate you taking the time to review us. We are delighted to see that you enjoyed your time at the hotel, and we thank you for your heartfelt recommendation. On behalf of our entire team. We thank you for staying with us and hope to serve you again! Best Regards, Radisson Hotel Shimla.","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Fantastic stay","5","2025-01","2025-01-25","Our stay at the Radisson was fantastic, the rooms are clean, the location of the hotel is good (with a free shuttle to the town), the food was delicious and the service was impeccable. We would like to mention two members of staff in particular, Vikrant and Abishek were especially attentive and professional we would like to thank them for their hard work. We would definitely recommend a stay at this hotel!","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r990573385-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","0","1","www.tripadvisor.com/Profile/Sherpa01492698779","Sherpa01492698779","3F2EDFE37858A8885C8A77508D8610BE",,,,,"Sherpa01492698779",,"Guest Services / Front Office","999322166","en","2025-03-23","Chaman Sharma","Dear Guest, We appreciate you taking the time to review us. We are delighted to see that you enjoyed your time at the hotel, and we thank you for your heartfelt recommendation. On behalf of our entire team. We thank you for staying with us and hope to serve you again! Best Regards, Radisson Hotel Shimla.","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Not a memorable stay","1","2025-01","2025-01-23","Rude behaviour of staff was unpleasing, it was walkin booking so staff was rude and unfriendly.
Moreover room allotted was small and unclean.
On asking for room service like washroom cleaning staff arrived after one hour.
For other request of room service the delay of service was too long and it was annoying","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r990299341-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452387558","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","1200","0","1","www.tripadvisor.com/Profile/veerenderbhatia2025","veerenderbhatia2025","C5EC775CEA0B45147E206C2093B02737",,"297596","Chandigarh, India","Chandigarh","veerenderbhatia2025",,"Guest Services / Front Office","999322785","en","2025-03-23","Chaman Sharma","Dear Guest, We apologize for the inconvenience caused and have taken the corrective measure to ensure our guest gets the best of experience. We do request you to give us another opportunity to serve you and assure you that this is not our regular operations standards and request you to consider this as anomaly. Best Regards, Radisson Hotel Shimla","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Comfortable and leisurely stay.","5","2025-01","2025-01-21","Our stay was comfortable. The property was easy to reach and the staff was courteous and cooperative. Check-in and check-out was smooth. Food was lovely and rooms were nice. ","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r990039415-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452387885","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","1200","0","1","www.tripadvisor.com/Profile/anilb9092025","anilb9092025","FF3CE7ED766EB5DC83411836B8213BC5",,"677469","Faridabad, India","Faridabad","anilb9092025",,"Guest Services / Front Office","990182807","en","2025-01-22","Chaman Sharma","Dear Guest,
Thank you for your wonderful review! We're delighted to hear that you enjoyed our friendly staff, lovely views, and pleasant rooms. We appreciate your feedback and hope to welcome you back again soon for another enjoyable stay.
Best Regards, 
Radisson Hotel Shimla","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Fantastic hotel with stunning views","5","2025-01","2025-01-13","Great hotel on walking distance from the center of Shimla but there’s also a complementary shuttle. Large modern room with breathtaking view. Excellent breakfast buffet. Friendly helpful staff. One negative pout: the hotel WiFi is worthless","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r988836278-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"366","44106083","https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/a1/01/63/luciuscaesar.jpg","550","88","122","www.tripadvisor.com/Profile/LuciusCaesar","Luc V","573FB6344E748820B3DD831F4EF6F1FA",,"188644","Brussels, Belgium","Brussels","LuciusCaesar",,"Guest Services / Front Office","990182845","en","2025-01-22","Chaman Sharma","Dear Guest,
Thank you for your wonderful review! We're delighted to hear that you enjoyed our friendly staff, lovely views, and pleasant rooms. We appreciate your feedback and hope to welcome you back again soon for another enjoyable stay.
Best Regards, 
Radisson Hotel Shimla","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Family","5","2025-01","2025-01-13","Excellent Experience 
Enjoy 
good food 
Service Good
Good hotel location 
Room spaces and clean  
Sleep Quality was so nice 
","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r988829891-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452386535","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","1200","0","1","www.tripadvisor.com/Profile/manish7060","manish7060","E8097B3D7ACC69D7FF5694BC376A37D0",,"304551","New Delhi, India","New Delhi","manish7060",,"Guest Services / Front Office","990182867","en","2025-01-22","Chaman Sharma","Dear Guest,
Thank you for your wonderful review! We're delighted to hear that you enjoyed our friendly staff, lovely views, and pleasant rooms. We appreciate your feedback and hope to welcome you back again soon for another enjoyable stay.
Best Regards, 
Radisson Hotel Shimla","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
"Fantastic hotel and staff","5","2025-01","2025-01-09","This was the most fantastic hotel and location. All of the staff from the front desk through to restaurant and porters were fantastic and friendly and helpful.
Our room had the most amazing views over Shimla and the whole experience of staying here for two nights was amazing and we were really sad to leave and in fact when we arrived at our next stop we wish we were still at the Radison Jass in Shimla. Many thanks, Dr L Dunn.","https://www.tripadvisor.com/ShowUserReviews-g304552-d582837-r988361773-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452390771","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","1200","7","16","www.tripadvisor.com/Profile/DrLarryDunn","Dr Laurence Dunn","241E058563F47691F59C927BBE54024F",,,,,"DrLarryDunn",,"Guest Services / Front Office","990182910","en","2025-01-22","Chaman Sharma","Dear Guest,
Thank you for your wonderful review! We're delighted to hear that you enjoyed our friendly staff, lovely views, and pleasant rooms. We appreciate your feedback and hope to welcome you back again soon for another enjoyable stay.
Best Regards, 
Radisson Hotel Shimla","Goodwood Estate, Lower Bharari Near Auckland Tunnel, Shimla 171001 India","Shimla","India","171001",,"Goodwood Estate, Lower Bharari","Near Auckland Tunnel","582837","31.111563","Shimla, Shimla District, Himachal Pradesh","77.17724","Radisson Hotel Jass Shimla","1620","4","100","86","196","518","720","https://www.tripadvisor.com/Hotel_Review-g304552-d582837-Reviews-Radisson_Hotel_Jass_Shimla-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.radissonhotels.com/en-us/hotels/radisson-shimla?cid=a:se+b:yex+c:apac+i:local+e:rad+d:ind+f:en-US+h:INHPHIMJAS"
