"title","rating","travelDate","publishedDate","text","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website"
"Decent accommodation","3","2019-09","2019-10-23","Its very close to Ahmedabad airport... just 5 minutes drive. Very conveniently located for transit passengers.
Food is okay.  Rooms are furnished with basic amenities. Service is good. Wifi is okay. They provide airport drop which is a convenience. 
Overall a decent accommodation for business travel.  ","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r720739675-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"960","826110673","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/3d/72/d1/caption.jpg","960","37","51","www.tripadvisor.com/Profile/Abhishekuniyal","Abhishek Uniyal","CDBB56A02A56812BA2EDC81F0589E83A",,"304551","New Delhi, India","New Delhi","Abhishekuniyal",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Comfortable Stay","5","2019-06","2019-06-20","Ahmadabad, is now a new look with tradition. The city is changing, so its infrastructure. President is having both. The property is old and well maintained. At the same time a new one just other side of the road.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r683091229-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"866","141866573","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/74/b6/4d/souravhowlader.jpg","866","9","95","www.tripadvisor.com/Profile/SouravHowlader","Sourav Howlader","8F9C4B80C4CCB4F8C0AB80FA96362F24",,"304558","Kolkata (Calcutta), India","Kolkata (Calcutta)","SouravHowlader",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Excellent","5","2019-01","2019-04-01","I think, one of the best places to stay in case you are travelling for an official purpose. Else, the location is perfect. Just 15 mins from the Center. Super - Deluxe rooms are really huge, lot of space.
i also loved food, and all kind of service","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r662640806-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1200","452390984","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","1200","0","7","www.tripadvisor.com/Profile/Mac28sept","Mac","88CEBC39809E9E3C6CA8DC2BF85ADF14",,"297608","Ahmedabad, India","Ahmedabad","Mac28sept",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Most terrible and pathetic stay ","1","2018-08","2018-08-22","Booked hotel thru Cleartrip. Check in 21st August 18 and check out 22nd. 

Reached hotel late night at 11.50 pm. Main entrance gate was blocked by the barricades. Have to lift the luggage with much difficulty to enter into the hotel. Front desk manager tried to check the room availability and asked to us wait as the rooms were not clean. They gave a very small room for 3 adults. Full hotel was stinking badly. Lot of mosquitos in the room and no hygiene. House keeping staff just threw the bad in the room and went. 

Very bad experience and horrible hotel. Bathrooms are horrible. Curtains and flooring of the room is dirty. 

Pls don’t spend for such a bad hotel. ","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r609215421-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"50","132164998","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/e0/ad/86/hranawat.jpg","50","7","7","www.tripadvisor.com/Profile/hranawat","hranawat","375FB70486A145106C55B2BC37595701",,"15621455","South Mumbai, India","South Mumbai","hranawat",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Hotel stay","2","2018-07","2018-08-08","Lack of co-ordination between hotel management and house keeping staff. Have me a room under repair on checking-in. The flush in the toilet was also not working. All in all not a worthy experience. Avoid it.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r604238942-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,,,,,"1","1","www.tripadvisor.com/Profile/743rohitb","Rohit B","52173EF28ED3BBC4004001C6ECE5658B",,"304558","Kolkata (Calcutta), India","Kolkata (Calcutta)","743rohitb",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Official Visit","4","2017-12","2018-03-22","I think, one of the best places to stay incase you are travelling for an official purpose. Else, the location is perfect. Just 15 mins from the Centre. Super - Deluxe rooms are really huge, lot of space. ","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r568048171-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"50","130938118","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/cd/f5/06/ankit-m.jpg","50","3","20","www.tripadvisor.com/Profile/ankitm164","Ankit M","FD24932C4A44E9BE6BE3745EE93A97CE",,,,,"ankitm164",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Placed in the heart of the city","3","2018-03","2018-03-13","Located at the heart of the city, one of the budget hotel in Ahmedabad, suitable for conducting meeting and family functions. Rooms are ok with normal service. Hotel is in the heart of the city and convenient to travel around Ahmedabad. You can look for a Better choice","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r566396609-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"300","295189951","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/98/3d/bf/vijendar-r.jpg","300","50","169","www.tripadvisor.com/Profile/vijendar20","Vijendar Rawat","A61C178B7030DE865EEDC1484FE1045A",,"297608","Ahmedabad, India","Ahmedabad","vijendar20",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Nice and Happy Stay at President","5","2018-02","2018-02-25","normally check in time is 11 am, i reach in this city on 5am, visit hotel, request for a room where I can get fresh. That nice person offer me one room. When I was back to his counter he offer me, one room is available for check in, and allot me one room without any extra charges. Rest room is good, proper service. good and helpful staff.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r562699226-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"619","250950598","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f5/33/c6/darshankamat.jpg","619","21","86","www.tripadvisor.com/Profile/DarshanKamat","Darshan Kamat","26E1775B147B17189BF2061B58F5957F",,"304554","Mumbai, India","Mumbai","DarshanKamat",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Comfortable place for stay within area of CG road like area","3","2017-08","2018-02-02","Well maintained hotel, good place for stay at-least 2-3 days, completely satisfied with their service, need to maintain more hygienic condition   in the bathrooms i.e should not be smelled typical rooming odour, I would like to 3 stars because of unhygienicity.  ","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r558010390-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"795","300458404","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e8/a1/a4/paks18.jpg","795","18","74","www.tripadvisor.com/Profile/Travellerof_Capital","Travellerof_Capital","7E8679D0AD31A132CA26C70C5A6A54EA",,"297609","Gandhinagar, India","Gandhinagar","Travellerof_Capital",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
"Think this is a bad hotel? It is worst than that.","1","2017-12","2017-12-05","I didn't like this hotel, and I would not recommend it to my worst enemy. Front staff not attentive. Room is dusty, smells musty and very old. Ancient. Pillows are ancient and full of disgusting yellow stains. Pillow cases had various types of stains, including blood, and a series of weird indescribable large and small stains -- yellow, purple, etc. Very old and tired bedding. Bed corners full of dust and little piles probably due to years of accumulation of exfoliated skin cells and other detritus.  Dust bunnies around the corners of the room, a hairball on the bathroom rug.  The bedding is so disgusting that I decided to encase a pillow on one of my t-shirts before going to bed. I also  decided to sleep on my long sleeves and jeans so i don't get my skin touching the numerous disgusting stains that I saw -- and the ones i didn't see. Wearing long sleeves and pants are also a good protection from the population of mosquitoes in the room--after I laid down mosquitoes tried to bite me. Note to self -- bring more DEET or malaria pills. The only bathroom light was broken -- which in a way was good: it makes it hard to see the other possible stains. But major problems with the bathroom were that the bathroom ceramics (sink and bowl) had major yellow stains--probably mineralization due to age. Bath Tub had numerous stained cracks and corners had weird yellow things accumulated.  Bring your own water--they announce that the hotel will provide ""crystalline pure water"" but that's not true -- no bottled water in the bedroom. Overall the brown decor (curtains and furniture) with dark brown motifs from the 70's has aged well and shows the appropriate signs of the long decades of hard use and lack of sanitary care.","https://www.tripadvisor.com/ShowUserReviews-g297608-d574436-r545351808-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","2","28","www.tripadvisor.com/Profile/agenorm2017","Agenor M","3AF3E9EDC3696DB7BC5DBAD10A08FC37",,,,,"agenorm2017",,,,,,,,"Off C.G.Road Opposite Municipal Market, Ahmedabad 380009 India","Ahmedabad","India","380009","Gujarat","Off C.G.Road Opposite Municipal Market","","574436","23.03434","Ahmedabad, Ahmedabad District, Gujarat","72.56145","Comfort Inn President","149","3.6","9","15","33","58","34","https://www.tripadvisor.com/Hotel_Review-g297608-d574436-Reviews-Comfort_Inn_President-Ahmedabad_Ahmedabad_District_Gujarat.html","http://www.comfortinnpresident.com/"
