"title","rating","travelDate","publishedDate","text","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website"
"Great for families","5","2025-08","2025-09-05","Had a wonderful stay 
Booked via agoda got a really good deal 
This hotel has been recently renovated which was nice 
Location is very central","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r1028886326-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452361217","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","1200","0","3","www.tripadvisor.com/Profile/Odyssey68217182518","sasha","E91D3A5EFB6528AF0314865E8AD7325C",,"189934","Helsinki, Finland","Helsinki","Odyssey68217182518",,,,,,,,"Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"Not Recommended","1","2025-02","2025-03-04","No heater for the room. However you can hire a small useless bar one for 300 rupees per night. For a city where it’s very cold, found this pathetic. When we told them we were checking out after the first night coz it was freezing, they did bring us a heater free of charge. 
Bed was rock hard and pillows uncomfortable. No hot water. Apparently you get it at 7 in the morning but at 9AM we still did not have hot water. Was told to have a bucket shower by boiling the water. Seems the hot water gets turned off in the afternoon. Again pathetic for a freezing city.
There is a restaurant on site but not really staffed. We did order some dinner and the food was actually tasty and reasonably priced.
Noisy as staff shouts and talk loud when everyone is in bed. No consideration for guests who are trying to sleep.
It’s not a 3* so don’t be fooled. Check in next door at the Cedar Grand instead. That’s better value and a much nicer hotel. (which is what we did)
The only thing it has going for itself, is the view.","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r996660280-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452390984","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","1200","1","10","www.tripadvisor.com/Profile/Greg-Medgee","Greg-Medgee","DF725ED5A579CB34A04C094AF18EB741",,"255103","Perth, Australia","Perth","Greg-Medgee",,,,,,,,"Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"It’s a shame in the name of a hotel","1","2025-01","2025-01-30","Guys, if you have ever known staying in a decently clean place, then please please SIMPLY AVOID STAYING HERE!!!
It was so pathetic that it is literally a shame that owners of such properties blatantly sell their rooms calling themselves a hotel. It is worst than some Dharamshala.
The rooms have aged beyond their legitimate life and the interiors could be suitable for shooting some Ramsay Bandhu horror movies! Beds were creaky, unclean, probably the bedsheets weren’t washed and in fact one of the mattress had missing springs so it just plopped in when we sat on it.
The bathroom has no window or ventilation, stinks like hell, water faucets leaking and dripping and the bathroom floor was sticky and slippery in most areas except right under the shower where it was probably most frequently used.
In the freezing January winter of Shimla, the hotel had the audacity to charge us extra Rs. 250 for a room heater, which were also “jugaad” since one out of two coils was missing, so no real heating!
They advertise that they are close to Mall Road, but they are a good half an hour uphill walk to the Mall Road, and it is a distance for which you get no taxis or public transportation. 
All in all, an extremely poor hotel, with staff that was blatantly indifferent towards how bad a property they were running. Please avoid!","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r991595452-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452392029","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","1200","17","26","www.tripadvisor.com/Profile/Ajit_Vibhandik","Ajit_Vibhandik","CC6563F71AE302B350B89163D99248C8",,"297654","Pune, India","Pune","Ajit_Vibhandik",,,,,,,,"Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"Wonderful view of valley hotel in Shimla.","5","2024-08","2024-10-30","Excellent family room. Very clean. Good food. Excellent location between railway station and main town. 2min walk from either. Good laundry service. Excellent staff. English spoken. Will stay again!
Thanks guys, loved our stay!
Best potato veg. curry & pakoras ever!","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r977747512-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,,,,,"0","6","www.tripadvisor.com/Profile/darrenhY9646EQ","Darren H","89B47667322EFD39073CD726DE14B873",,,,,"darrenhY9646EQ",,,,,,,,"Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"Excellent stay","5","2024-10","2024-10-24","I was pleasantly surprised by the quality of servise and amenities at Hotel Victory Shimla, Considering the affordable price. The rooms were clean and comfortable and the staff was incredibly helpful and accommodating. Overall, a Great stay.","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r976521895-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452360110","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg","1200","0","1","www.tripadvisor.com/Profile/anuj9561597864","Anuj patak","27C4BDA4D74DA95A97EB725895B8AC5B",,,,,"anuj9561597864",,,,,,,,"Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"Fantastic experience at hotel victory... comfort and convenience in Shimla","5","2024-10","2024-10-23","Staying at hotel victory in Shimla was a fantastic experience. From the moment I checked in the staff made me feel welcome. They don't swear spacious and well furnished with a beautiful view of the surrounding hills. What impressed me the most was the attention to detail whether it was the prompt room service or the cleanliness of the property. The location was ideal just a few minutes from the Mall road yet it felt peaceful and away from the noise. The food was excellent and I particularly enjoyed their breakfast spread.","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r976398394-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","0","2","www.tripadvisor.com/Profile/Travelershahnawaz","Shahnawaz","D2A5F41520195D21D88E6A8FF48FCE02",,,,,"Travelershahnawaz",,"Owner","976446834","en","2024-10-24","SampuranYatra Official","Thank You for your valuable feedback . Hope to see you again soon","Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"Comfort and joy : A perfect family vacation","5","2024-10","2024-10-23","The hotel was family friendly with clean, comfortable rooms and a warm welcoming staff. The best part was its proximity to key attractions, allowing us to explore Shimla without the hassle of transportation. My kids loved the food at the hotel and the staff was very accommodating with their special requests. The property had a very safe and homey vibe which made our vacation truly relaxing.","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r976397935-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,,,,,"0","1","www.tripadvisor.com/Profile/rovingsiddharth909","Siddharth","BABF6D9ED512DF142BFA43B6B7DA5DD4",,,,,"rovingsiddharth909",,"Owner","976446930","en","2024-10-24","SampuranYatra Official","Thank You for your valuable feedback . Hope to see you again soon","Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"Great location","5","2024-10","2024-10-18","We stayed with our family, and it was an amazing experience. The rooms were cozy,and the view of the snow-capped mountains was stunning. The food was fresh and homely, and the staff ensured we had everything we needed.and we loved the scenic view from our room.","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r974482932-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452361217","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","1200","0","1","www.tripadvisor.com/Profile/Ss989000","Sharadha","4CE038B589FDC36685FCBB8C71CA9DC2",,,,,"Ss989000",,,,,,,,"Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"Tittle family getaway","5","2024-10","2024-10-17","Hotel Victory's elegant architecture and warm hospitality transported me back to a bygone era. The spacious rooms, adorned with antique furnishings, and the delicious, traditional cuisine made my stay truly memorable overall a beautiful experience at this hotel","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r974282884-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452388586","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","1200","0","1","www.tripadvisor.com/Profile/Trek07712918960","Sushmita roy","486D400E8FBF1B22BADE7760E11B64C3",,"304558","Kolkata (Calcutta), India","Kolkata (Calcutta)","Trek07712918960",,"Owner","976448139","en","2024-10-24","Tushar Kukreja Official","Thank You for your valuable feedback . Hope to see you again soon","Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
"Great Experience","5","2024-10","2024-10-16","The service at Hotel Victory was exceptional. The staff was friendly, attentive, and always willing to go the extra mile. The rooms were spacious and clean, with breathtaking views. The food was delicious, with a great variety of options. We had a wonderful time.","https://www.tripadvisor.com/ShowUserReviews-g304552-d1144813-r974219878-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html",,"1200","452389359","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg","1200","0","1","www.tripadvisor.com/Profile/Suren5896544","Suren dita","EF18396DA0757A1433B82888D574D2B2",,,,,"Suren5896544",,,,,,,,"Victory Hotel Circular Road, The Mall Road Near Victory Tunnel, Shimla 171001 India","Shimla","India","171001",,"Victory Hotel Circular Road, The Mall Road","Near Victory Tunnel","1144813","31.104973","Shimla, Shimla District, Himachal Pradesh","77.16426","Hotel Victory","138","3.3","38","9","22","17","52","https://www.tripadvisor.com/Hotel_Review-g304552-d1144813-Reviews-Hotel_Victory-Shimla_Shimla_District_Himachal_Pradesh.html","https://www.hotelvictory.in/"
