"title","rating","travelDate","publishedDate","text","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website"
"Good hotel","4","2025-11","2025-11-15","Very nice hotel, seems old.  But good to stay. It was little budget stay..  so if you get deal, definitely stay here. Staff is also good. And they upgraded our rooms too without any charges. Thanks.","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1039168903-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"50","99078348","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e7/d0/cc/anjalizaveri.jpg","50","1","4","www.tripadvisor.com/Profile/anjalizaveri","anjalizaveri","4BB9E908536C2C176763831FB2FF637F",,,,,"anjalizaveri",,,,,,,,"Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"A stay meant for comfort quickly turns into distress due to torture-like treatment and consistently rude staff","1","2025-11","2025-11-15","I am writing to formally raise a serious concern regarding the extremely disappointing and unprofessional experience I had during my recent stay at Ira by Orchid, Mumbai. What was meant to be a smooth business trip turned into a stressful and unpleasant experience due to multiple service lapses and unacceptable behaviour from the staff. Despite having a fully prepaid booking and requesting early check-in well in advance via email, we were met with rude and dismissive responses from Mr. Hariharan and Ms. Bindiya upon arrival. While we understood that early check-in may not have been possible, the manner in which this was communicated was inappropriate. When we asked where we could wait, we were directed to an outdoor area referred to as a café, which was extremely unclean and not suitable for guests. After expressing our discomfort, we were informed that Room 205 was ready. However, the condition of the room was unacceptable—there was seepage on the walls, a strong odour, damaged flooring, and broken storage. It was evident that the room should not have been allotted to any guest. A hotel staff member even acknowledged that these issues had been reported earlier, yet the room was still assigned to us. The overall attitude from the staff, especially Mr. Hariharan, who repeatedly interrupted conversations and responded without logic or courtesy, added further frustration. When Mr. Sanjay inspected the room, he immediately recognised the concerns and arranged a change, for which we were grateful. However, the series of issues did not end there. My family came to visit me during the stay, and the night staff refused to allow them to enter the room, citing a policy that had never been communicated at the time of booking or check-in. This created additional distress and made us feel unwelcome. Furthermore, a simple coffee order took almost an hour to be delivered, requiring multiple follow-ups, and we were instructed to clear our food bill mid-stay rather than at checkout, which again reflected an unfriendly approach. Overall, the experience at your property resulted in avoidable stress, inconvenience, and a sense of harassment due to the lack of hospitality and professionalism displayed by several members of your team. I request that this matter be reviewed seriously and appropriate action be taken to ensure no guest is subjected to such treatment in the future. I also expect a formal response addressing the concerns raised.","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1039097240-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"570","834750132","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/c1/46/b4/happiness50992482531.jpg","570","0","1","www.tripadvisor.com/Profile/SahgalN","Neelu sahgal","8C38D0621C137E76462715FC3094FFE9",,,,,"SahgalN",,,,,,,,"Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"Grt","3","2025-11","2025-11-14","Best location.. Nearby market and food restaurant.. Best is proximity to airport, bandra krla complex.. The fine business district","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1039044105-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"1200","452361217","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","1200","5","7","www.tripadvisor.com/Profile/Prashgoelsml","Prashant G","F11D44D67C93991A8A677EE3C5DD26FA",,"644043","Noida, India","Noida","Prashgoelsml",,"General Manager","1039271908","en","2025-11-16","IRA By Orchid  Mumbai ","Dear Valued Guest , 
Namaskar !
We're so pleased to hear that you found our location to be convenient and efficient for your needs. It's great that you had easy access to local markets, food restaurants, and especially the nearby airport. Also, we're thrilled that being close to the Bandra Krla Business District was beneficial for you. We always strive to provide a positive experience for our guests, and your feedback tells us we're succeeding. We hope to welcome you back in the future for another enjoyable stay.

Thanks & Regards 
Rajesh Mehta
General Manager","Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"Great stay, awesome hospitality","5","2025-11","2025-11-14","Good hospitality. Best breakfast view around the pool. Highly recommend a stay if you're visiting for a business trip
5/5","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1039034705-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"1200","452391071","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","1200","8","2","www.tripadvisor.com/Profile/506himanshua","Himanshu A","04B0214AD3AAA50807B6E8E1A41B9DBB",,"304551","New Delhi, India","New Delhi","506himanshua",,"General Manager","1039271857","en","2025-11-16","IRA By Orchid  Mumbai ","Dear Valued Guest, 
Namaskar !
We are thrilled to hear that you enjoyed your stay and appreciated our hospitality during your business trip. Your kind words regarding our breakfast view around the pool are especially pleasing to hear! We strive to create a memorable experience for our guests and are glad we achieved that with you. Knowing that you would highly recommend us means a lot. We look forward to welcoming you back on your next visit!

Thanks & Regards 
Rajesh Mehta
General Manager","Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"Stay at The IRA","5","2025-11","2025-11-14","Great stay, food and hospitality. Enjoyed the stay and the politeness of the staff. Location is nearby airport and convenient.","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1039033031-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"1200","452390504","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg","1200","0","4","www.tripadvisor.com/Profile/DivyanshuB03","Divyanshu","2380FD514FC2094262822D10B35E76E8",,,,,"DivyanshuB03",,"General Manager","1039271789","en","2025-11-16","IRA By Orchid  Mumbai ","Dear Valued Guest, 
Namaskar !
We are thrilled to read your positive feedback about your recent stay with us. It's gratifying to know that the quality of food and cordiality of our staff left such a lasting impression on you. We also pride ourselves on our convenient proximity to the airport, and it's wonderful to hear that you found this helpful. We work diligently to provide our guests with top-tier experiences. Your gratifying words serve as extra motivation for us. We hope to see you again soon, promising to maintain and surpass our distinguished service standard at all times. Do stay connected!

Thanks & Regards 
Rajesh Mehta
General Manager","Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"Nice","4","2025-11","2025-11-14","Nice ambiance and their restaurant was nice. And I am coming here for the business trip so I totally enjoyed their stay and their breakfast","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1039031361-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"1200","452388586","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","1200","0","1","www.tripadvisor.com/Profile/Maps61719986032","Maps61719986032","A59C618DF73BF40E62C17D8EA615D4C8",,,,,"Maps61719986032",,"General Manager","1039271726","en","2025-11-16","IRA By Orchid  Mumbai ","Dear Valued Guest, 
Namaskar !
We are delighted to hear that you have enjoyed your stay and the breakfast at our hotel. It's truly rewarding to know that the ambiance and the restaurant have met your expectations. We aim to provide a pleasant dining and living experience for all our guests and your positive feedback tells us we are succeeding. We look forward to accommodating you again on your next business trip and keep striving to exceed your expectations.

Thanks & Regards 
Rajesh Mehta
General Manager","Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"Amazing stay - Great Staff","5","2025-11","2025-11-13","Great experience, excellent staff. Location makes this an amazing option for all sorts of travellers. The process, breakfast, everything was seamless.","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1038924003-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"1200","452391352","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","1200","0","2","www.tripadvisor.com/Profile/263ashutoshs","Ashutosh S","1DD9643EDE6D2BF36EA6ABC5DFEB91FC",,,,,"263ashutoshs",,"General Manager","1039272399","en","2025-11-16","IRA By Orchid  Mumbai ","Dear Valued Guest, 
Namaskar !
We are thrilled to know that you had a great experience staying with us! It's wonderful to hear that our excellent staff, convenient location and smooth processes contributed to your overall pleasant stay. Your compliments will be shared with our team who will be encouraged by your remarks. We appreciate your feedback regarding our breakfast as well, as we constantly look towards improving our offerings. Your kind words endorse what we strive for - ensuring a seamless and memorable stay for our guests. We look forward to serving you again hence proving ourselves as the best fit for all sorts of travelers.

Thanks & Regards 
Rajesh Mehta
General Manager","Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"Great stay","4","2025-11","2025-11-13","Stay was, staff is friendly and cooperative. Room services are very nice. I really loved the dining area. Overall great","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1038919465-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"1200","452391289","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","1200","0","1","www.tripadvisor.com/Profile/Sunshine38003457370","Sunshine38003457370","F7AE721F49727D46564AAA4C11960AC8",,,,,"Sunshine38003457370",,"General Manager","1039272315","en","2025-11-16","IRA By Orchid  Mumbai ","Dear Valued Guest, 
Namaskar !
We're delighted to read your glowing feedback of your stay with us! Our team indeed takes great pride in providing cordial and supportive service for our guests. We're thrilled to know you enjoyed our room services and found our dining area to be excellent. It fills us with great joy knowing that every aspect of your stay was up to your expectations. Your precious words serve as encouragement to us as we continuously strive to exceed our guests' expectations. Looking forward to your next visit!

Thanks & Regards 
Rajesh Mehta
General Manager","Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"8/10","4","2025-11","2025-11-13","The stay was good. The location is close to the airport. Food was alright, old property and very friendly staff. Every need of my stay was personally taken care by the hotel staff. Would recommend again","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1038919031-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"1200","452391234","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","1200","0","1","www.tripadvisor.com/Profile/manikyad2025","Manikya D","E480A4606F49C5DA2F5A71BB4DA064B5",,,,,"manikyad2025",,"General Manager","1039272232","en","2025-11-16","IRA By Orchid  Mumbai ","Dear Valued Guest, 
Namaskar !
We are glad to hear that you enjoyed your stay with us and that our location was convenient for your travels. Your kind words regarding our staff really warm our hearts; we strive to provide personal and dedicated service to each and every one of our guests. It's gratifying to know that we were able to meet your needs during your stay. As for your comment about our property being a bit older, we appreciate your patience and understanding. Our mission is to offer a unique charm while ensuring comfort and convenience. We're also happy that you enjoyed the food, but we believe 'alright' is not what we aim for. We have alerted our culinary team for improvement towards a tantalizing dining experience. We look forward to exceeding your expectations on your next visit. Rest assured, your recommendation means the world to us and it motivates us to strive for excellence. Look forward to hosting you again in the future!

Thanks & Regards 
Rajesh Mehta
General Manager","Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
"Good experience","4","2025-11","2025-11-13","Breakfast was good. Check in check out was good. Overall good experience. 

Breakfast was good. Check in check out was good. Overall good experience.","https://www.tripadvisor.com/ShowUserReviews-g304554-d307086-r1038915447-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html",,"1200","452389307","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg","1200","0","1","www.tripadvisor.com/Profile/Trail61103423405","Trail61103423405","382D275B69B681AA2DC2271414008F0F",,,,,"Trail61103423405",,"General Manager","1039272090","en","2025-11-16","IRA By Orchid  Mumbai ","Dear Valued Guest, 
Namaskar !
We appreciate your kind words about our breakfast and check-in/check-out process. We're thrilled to hear you had a positive experience overall and your satisfaction is our top priority. Your highlighting of the breakfast and the check-in/check-out procedure only motivates us to maintain and even surpass this service level. We hope to welcome you back in the near future, ensuring your next visit is equally pleasant. Your opinion is greatly valued and your notable experience encourages our continual strive for service excellence.

Thanks & Regards 
Rajesh Mehta
General Manager","Kurla Rd Near Chakala, Mumbai 400059 India","Mumbai","India","400059","Maharashtra","Kurla Rd","Near Chakala","307086","19.11175","Mumbai, Maharashtra","72.87116","IRA By Orchid Mumbai T2 International Airport","5497","4.4","199","145","365","1073","3715","https://www.tripadvisor.com/Hotel_Review-g304554-d307086-Reviews-IRA_By_Orchid_Mumbai_T2_International_Airport-Mumbai_Maharashtra.html","https://irahotels.com/mumbai.html"
